,CallNumber,Company,Ticker,Date,Call,1-Day,1-Week,1-Month,1-Year,1-DayIndex,1-WeekIndex,1-MonthIndex,1-YearIndex,Sector,Industry,CurrentPrice,HistoricalPrice,Time Since Recommendation,Years Since Recommendation,Total Yield,Annual Yield,Year,Performance
8252,14586,Procter & Gamble ,PG,2019-03-19,Buy,0.00%,1.20%,5.00%,12.0,-0.20%,-0.70%,3%,-13.0,Consumer Defensive,Household & Personal Products,179.26,101.9,2083 days,5.702943189596167,75.91756624141313,13.311997633065841,2019,25.0
8253,14587,American Electric Power ,AEP,2018-01-03,Buy,-1.00%,-3.10%,-6.30%,7.0,0.20%,1.70%,-3%,-5.0,Utilities,Utilities - Regulated Electric,99.86,71.8,2523 days,6.907597535934292,39.080779944289695,5.657651555549667,2018,12.0
8254,14588,Amazon ,AMZN,2017-05-01,Buy,0.00%,0.60%,5.20%,66.0,0.00%,0.30%,2%,12.0,Consumer Cyclical,Internet Retail,207.89,47.41,2770 days,7.58384668035592,338.49398860999787,44.63354849812337,2017,54.0
8255,14589,IBM ,IBM,2016-05-16,Positive Mention,-0.80%,0.20%,2.10%,6.0,-0.80%,1.50%,2%,18.0,Technology,Information Technology Services,227.41,149.46,3120 days,8.542094455852157,52.1544225879834,6.1055778366220945,2016,-12.0
8256,14590,Analog Devices ,ADI,2018-11-27,Buy,1.40%,-1.30%,-5.80%,26.0,1.80%,-1.70%,-9%,17.0,Technology,Semiconductors,218.05,89.58,2195 days,6.009582477754963,143.41370841705742,23.864171753681195,2018,9.0
8257,14593,Kimberly-Clark ,KMB,2019-10-18,Buy,1.60%,-5.30%,-4.80%,12.0,0.20%,1.10%,4%,16.0,Consumer Defensive,Household & Personal Products,139.35,137.22,1870 days,5.119780971937029,1.5522518583296863,0.3031871610988866,2019,-4.0
8258,14594,Kraft Heinz ,KHC,2017-10-17,Sell,-0.40%,0.30%,4.10%,-25.0,-0.10%,-0.20%,1%,10.0,Consumer Defensive,Packaged Foods,31.97,77.54,2601 days,7.121149897330596,-58.76966726850659,-8.252833898432153,2017,-35.0
8259,14595,Centene ,CNC,2017-12-08,Buy,-1.50%,-1.80%,5.20%,33.0,0.00%,1.20%,3%,1.0,Healthcare,Healthcare Plans,60.0,50.67,2549 days,6.978781656399726,18.413262285375957,2.638463730770329,2017,32.0
8260,14596,McCormick ,MKC,2021-04-07,Buy,0.70%,-0.90%,1.60%,16.0,0.10%,1.80%,2%,11.0,Consumer Defensive,Packaged Foods,78.41,89.16,1333 days,3.649555099247091,-12.05697622252131,-3.303683844918161,2021,5.0
8261,14598,Texas Instruments ,TXN,2017-02-27,Buy,-0.60%,3.30%,5.80%,45.0,-0.10%,0.20%,0%,17.0,Technology,Semiconductors,201.03,77.19,2833 days,7.756331279945243,160.4352895452779,20.684429758705523,2017,28.0
8262,14599,Kraft Heinz ,KHC,2016-05-05,Buy,1.40%,1.30%,1.90%,9.0,0.80%,-0.50%,3%,19.0,Consumer Defensive,Packaged Foods,31.97,82.97,3131 days,8.572210814510608,-61.468000482101964,-7.170612320692348,2016,-10.0
8263,14600,Cummins ,CMI,2017-10-04,Negative Mention,0.10%,0.10%,0.50%,-9.0,0.40%,0.00%,2%,15.0,Industrials,Specialty Industrial Machinery,375.04,171.75,2614 days,7.156741957563312,118.36390101892287,16.53879680457597,2017,-24.0
8264,14602,McCormick ,MKC,2018-09-21,Buy,-0.30%,2.30%,9.50%,25.0,-0.10%,0.20%,-6%,5.0,Consumer Defensive,Packaged Foods,78.41,65.11,2262 days,6.193018480492813,20.426969743510977,3.2983866926690473,2018,20.0
8265,14603,Dow ,DOW,2020-03-02,Sell,-1.90%,-22.60%,-30.90%,62.0,-3.00%,-3.90%,-16%,29.0,Basic Materials,Chemicals,44.21,41.42,1734 days,4.747433264887063,6.735876388218249,1.4188459347155222,2020,33.0
8266,14604,Howmet Aerospace ,HWM,2022-04-14,Buy,0.10%,-1.40%,-3.80%,,0.30%,-2.70%,-9%,0.0,Industrials,Aerospace & Defense,118.38,35.48,961 days,2.631074606433949,233.65276211950396,88.80506905738692,2022,
8267,14606,DuPont ,DD,2017-01-25,Buy,1.90%,-2.30%,2.10%,0.0,0.00%,-0.70%,3%,27.0,Basic Materials,Specialty Chemicals,83.59,83.37000274658203,2866 days,7.846680355920602,0.26388058794563435,0.03362958295434157,2017,-27.0
8268,14609,American Electric Power ,AEP,2019-01-22,Buy,1.00%,0.20%,7.00%,35.0,-0.20%,1.60%,6%,28.0,Utilities,Utilities - Regulated Electric,99.86,76.38,2139 days,5.856262833675565,30.74103168368684,5.2492575140096385,2019,7.0
8269,14610,Abbott Laboratories ,ABT,2021-10-15,Buy,-0.40%,8.40%,10.80%,-10.0,0.70%,1.90%,5%,-17.0,Healthcare,Medical Devices,118.77,117.49,1142 days,3.1266255989048597,1.0894544216529076,0.34844415718802496,2021,7.0
8270,14611,CBRE Group ,CBRE,2018-05-15,Buy,1.20%,0.90%,2.60%,1.0,0.40%,0.40%,2%,8.0,Real Estate,Real Estate Services,139.99,46.93,2391 days,6.546201232032854,198.29533347538887,30.291664806309406,2018,-7.0
8271,14613,Take-Two Interactive ,TTWO,2018-09-04,Buy,-4.00%,3.60%,1.30%,2.0,-0.10%,0.00%,0%,5.0,Communication Services,Electronic Gaming & Multimedia,188.38,134.53,2279 days,6.239561943874059,40.028246487772236,6.415233448731377,2018,-3.0
8272,14616,Southwest Airlines ,LUV,2020-06-29,Positive Mention,-2.30%,-3.40%,-9.40%,55.0,1.40%,1.80%,5%,41.0,Industrials,Airlines,32.36,35.04,1615 days,4.421629021218344,-7.648401826484019,-1.7297701344416643,2020,14.0
8273,14621,Honeywell ,HON,2021-04-16,Buy,-0.30%,-4.10%,-1.50%,-15.0,-0.30%,0.60%,0%,7.0,Industrials,Conglomerates,232.93,232.11,1324 days,3.6249144421629023,0.353280772047733,0.09745906494745807,2021,-22.0
8274,14624,First Solar ,FSLR,2019-03-05,Positive Mention,-1.40%,6.50%,9.60%,-11.0,-0.70%,1.40%,5%,11.0,Technology,Solar,199.27,52.19,2097 days,5.7412731006160165,281.8164399310213,49.0860537361972,2019,-22.0
8275,14625,Bank of America ,BAC,2021-10-15,Buy,0.00%,2.70%,1.70%,-26.0,0.70%,1.90%,5%,-17.0,Financial Services,Banks - Diversified,47.51,46.37,1142 days,3.1266255989048597,2.458486090144491,0.7863065187611868,2021,-9.0
8276,14626,Idexx Laboratories ,IDXX,2017-11-30,Buy,-0.70%,3.60%,1.80%,33.0,-0.10%,0.40%,2%,8.0,Healthcare,Diagnostics & Research,421.75,156.41,2557 days,7.000684462696783,169.64388466210602,24.232471205644984,2017,25.0
8277,14628,FedEx ,FDX,2017-09-27,Buy,2.10%,-1.20%,1.50%,8.0,0.20%,1.70%,3%,18.0,Industrials,Integrated Freight & Logistics,302.67,220.0,2621 days,7.175906913073238,37.577272727272735,5.236588654573203,2017,-10.0
8278,14629,Marriott International ,MAR,2017-11-03,Buy,0.50%,-1.30%,5.00%,0.0,0.20%,-0.20%,2%,8.0,Consumer Cyclical,Lodging,289.09,121.55,2584 days,7.0746064339493495,137.8362813656931,19.483243718583363,2017,-8.0
8279,14630,Dollar Tree ,DLTR,2019-12-12,Buy,1.30%,0.50%,-3.00%,15.0,0.10%,1.60%,4%,17.0,Consumer Defensive,Discount Stores,71.27,92.55,1815 days,4.969199178644764,-22.992976769313884,-4.62709904407267,2019,-2.0
8280,14631,Apple ,AAPL,2017-09-20,Buy,-1.50%,-0.10%,1.80%,44.0,-0.20%,0.40%,3%,19.0,Technology,Consumer Electronics,237.33,39.02,2628 days,7.195071868583162,508.22655048692974,70.63536817555216,2017,25.0
8281,14632,Apple ,AAPL,2016-10-26,Buy,-0.80%,-3.60%,-2.00%,45.0,-0.70%,-2.10%,3%,23.0,Technology,Consumer Electronics,237.33,28.9,2957 days,8.095824777549623,721.2110726643599,89.08432339893726,2016,22.0
8282,14633,Estee Lauder ,EL,2020-06-16,Buy,-0.30%,-3.80%,1.40%,55.0,-0.80%,-2.00%,4%,38.0,Consumer Defensive,Household & Personal Products,72.12,196.2,1628 days,4.457221081451061,-63.24159021406727,-14.188569303248203,2020,17.0
8283,14635,AutoZone ,AZO,2016-05-20,Buy,-2.40%,2.70%,1.30%,-11.0,-0.10%,2.30%,2%,19.0,Consumer Cyclical,Specialty Retail,3169.54,761.56,3116 days,8.531143052703628,316.1904511791586,37.06308160885355,2016,-30.0
8284,14637,Apple ,AAPL,2018-08-02,Buy,0.50%,0.10%,10.20%,-6.0,0.40%,-0.20%,2%,2.0,Technology,Consumer Electronics,237.33,51.85,2312 days,6.329911019849418,357.7242044358727,56.51330695077963,2018,-8.0
8285,14640,Constellation Brands ,STZ,2020-05-29,Buy,0.50%,7.30%,0.50%,39.0,0.60%,5.80%,0%,40.0,Consumer Defensive,Beverages - Brewers,240.95,172.7,1646 days,4.506502395619439,39.51939779965258,8.76941679606507,2020,-1.0
8286,14641,HP ,HPQ,2017-06-15,Buy,0.60%,2.60%,6.50%,40.0,-0.10%,0.20%,1%,16.0,Technology,Computer Hardware,35.43,17.27,2725 days,7.460643394934976,105.15344528083382,14.094420509660386,2017,24.0
8287,14642,Gilead Sciences ,GILD,2017-03-17,Negative Mention,-0.30%,-1.80%,-2.90%,16.0,-0.10%,-1.30%,-1%,16.0,Healthcare,Drug Manufacturers - General,92.58,69.06,2815 days,7.707049965776865,34.05734144222414,4.418985421588763,2017,0.0
8288,14643,Monster Beverage ,MNST,2018-06-04,Sell,-0.70%,9.40%,12.20%,25.0,0.00%,1.40%,0%,5.0,Consumer Defensive,Beverages - Non-Alcoholic,55.13,25.9,2371 days,6.491444216290212,112.85714285714288,17.385521479785506,2018,20.0
8289,14644,Union Pacific ,UNP,2021-03-24,Buy,1.70%,1.90%,3.90%,29.0,1.00%,2.80%,7%,18.0,Industrials,Railroads,244.66,212.9,1347 days,3.6878850102669403,14.917801784875524,4.045083223404443,2021,11.0
8290,14645,Kellogg ,K,2017-02-23,Negative Mention,0.70%,-0.30%,-2.90%,-6.0,0.50%,0.70%,-1%,20.0,Consumer Defensive,Packaged Foods,81.29,80.61499786376953,2837 days,7.767282683093772,0.8373158272250459,0.10780035456254777,2017,-26.0
8291,14648,PG&E ,PCG,2020-02-24,Sell,2.00%,-15.70%,-44.30%,-35.0,-3.50%,-4.00%,-16%,28.0,Utilities,Utilities - Regulated Electric,21.63,17.25,1741 days,4.766598220396989,25.39130434782608,5.326923557176034,2020,-63.0
8292,14650,Oracle ,ORCL,2016-09-09,Negative Mention,1.80%,-3.60%,-4.70%,31.0,1.90%,-0.90%,0%,18.0,Technology,Software - Infrastructure,184.84,40.03,3004 days,8.224503764544833,361.75368473644767,43.98486463048852,2016,13.0
8293,14651,American Express ,AXP,2017-04-20,Buy,-0.40%,-0.40%,-3.30%,28.0,-0.30%,1.50%,2%,16.0,Financial Services,Credit Services,304.68,80.02,2781 days,7.613963039014374,280.75481129717576,36.87367667252551,2017,12.0
8294,14652,Incyte ,INCY,2017-05-19,Positive Mention,2.50%,-2.90%,-9.00%,-50.0,0.30%,0.80%,3%,16.0,Healthcare,Biotechnology,74.59,131.43,2752 days,7.534565366187543,-43.24735600699992,-5.7398607491121805,2017,-66.0
8295,14653,Ventas ,VTR,2017-09-12,Buy,0.00%,-0.50%,-7.40%,-10.0,0.20%,0.50%,2%,18.0,Real Estate,REIT - Healthcare Facilities,64.07,68.53,2636 days,7.216974674880219,-6.508098642930115,-0.9017765665137423,2017,-28.0
8296,14655,Salesforce ,CRM,2017-06-08,Buy,-4.20%,-1.50%,1.40%,54.0,-0.30%,0.20%,0%,17.0,Technology,Software - Application,329.99,91.25,2732 days,7.479808350444901,261.63287671232877,34.97855352092902,2017,37.0
8297,14656,JPMorgan Chase ,JPM,2018-01-05,Buy,0.30%,3.50%,0.30%,-5.0,0.20%,1.10%,-4%,-5.0,Financial Services,Banks - Diversified,249.72,108.34,2521 days,6.9021218343600275,130.4965848255492,18.90673447343588,2018,0.0
8298,14657,Bristol-Myers Squibb ,BMY,2021-07-23,Negative Mention,-0.80%,0.50%,1.80%,11.0,0.40%,-0.80%,1%,-9.0,Healthcare,Drug Manufacturers - General,59.22,68.34,1226 days,3.356605065023956,-13.345039508340657,-3.975755041126774,2021,20.0
8299,14659,Intuit ,INTU,2016-10-19,Buy,-0.10%,-0.50%,7.20%,39.0,0.00%,-0.30%,3%,23.0,Technology,Software - Application,641.73,108.19,2964 days,8.114989733059549,493.1509381643405,60.77037117561584,2016,16.0
8300,14660,Centene ,CNC,2019-09-17,Buy,1.20%,-1.50%,1.90%,31.0,0.20%,-0.70%,-1%,14.0,Healthcare,Healthcare Plans,60.0,45.55,1901 days,5.204654346338125,31.723380900109778,6.0951945679984725,2019,17.0
8301,14662,FedEx ,FDX,2019-11-05,Negative Mention,-0.80%,-4.30%,-3.60%,74.0,0.00%,0.70%,3%,16.0,Industrials,Integrated Freight & Logistics,302.67,164.85,1852 days,5.070499657768652,83.60327570518655,16.48817302987008,2019,58.0
8302,14663,Johnson & Johnson ,JNJ,2019-02-15,Buy,-0.30%,1.00%,1.80%,13.0,0.50%,0.60%,2%,23.0,Healthcare,Drug Manufacturers - General,155.01,136.38,2115 days,5.790554414784395,13.660360756709192,2.3590764852898496,2019,-10.0
8303,14664,Verizon ,VZ,2016-11-28,Buy,-0.10%,-1.20%,5.50%,3.0,0.20%,0.40%,2%,21.0,Communication Services,Telecom Services,44.34,51.12,2924 days,8.005475701574264,-13.262910798122055,-1.656729879963776,2016,-18.0
8304,14668,Kinder Morgan ,KMI,2017-11-17,Sell,0.50%,-0.60%,5.50%,7.0,0.10%,0.70%,4%,6.0,Energy,Oil & Gas Midstream,28.27,17.01,2570 days,7.036276522929501,66.19635508524395,9.407867196453445,2017,1.0
8305,14669,Centene ,CNC,2018-09-17,Buy,0.90%,-0.40%,2.10%,-36.0,0.50%,0.40%,-5%,6.0,Healthcare,Healthcare Plans,60.0,70.88,2266 days,6.203969883641341,-15.349887133182838,-2.474204005028699,2018,-42.0
8306,14671,AbbVie ,ABBV,2017-10-20,Buy,-1.50%,-3.80%,-1.00%,-7.0,-0.50%,0.20%,1%,9.0,Healthcare,Drug Manufacturers - General,182.93,96.1,2598 days,7.112936344969199,90.35379812695112,12.70274240410658,2017,-16.0
8307,14673,Apache ,APA,2017-11-07,Positive Mention,-1.30%,-7.80%,-8.60%,-17.0,0.20%,-1.00%,2%,10.0,Energy,Oil & Gas E&P,22.65,45.19,2580 days,7.063655030800821,-49.87829165744634,-7.061258150341968,2017,-27.0
8308,14675,Crown Castle ,CCI,2016-05-16,Positive Mention,-0.10%,1.30%,6.00%,13.0,-0.80%,1.50%,2%,18.0,Real Estate,REIT - Specialty,106.25,90.35,3120 days,8.542094455852157,17.598229109020483,2.060177301945427,2016,-5.0
8309,14677,Verizon ,VZ,2021-06-24,Buy,0.20%,0.10%,0.10%,-5.0,0.20%,1.70%,3%,-8.0,Communication Services,Telecom Services,44.34,56.37,1255 days,3.436002737850787,-21.341138903672157,-6.21103664108865,2021,3.0
8310,14679,Starbucks ,SBUX,2020-03-18,Buy,9.20%,13.80%,22.70%,77.0,0.50%,9.30%,18%,66.0,Consumer Cyclical,Restaurants,102.46,56.33,1718 days,4.70362765229295,81.89241966980295,17.41048095715688,2020,11.0
8311,14680,Netflix ,NFLX,2018-10-08,Buy,2.10%,-2.60%,-10.60%,-25.0,0.00%,-2.40%,-2%,3.0,Communication Services,Entertainment,886.81,349.1,2245 days,6.146475017111568,154.02749928387277,25.05948512847863,2018,-28.0
8312,14681,Walmart ,WMT,2018-08-22,Buy,-0.30%,1.00%,-0.30%,19.0,-0.10%,1.60%,2%,2.0,Consumer Defensive,Discount Stores,92.5,31.89,2292 days,6.275154004106776,190.05957980558168,30.28763591797064,2018,17.0
8313,14682,Caterpillar ,CAT,2018-09-05,Negative Mention,0.90%,2.80%,8.30%,-11.0,-0.30%,0.90%,0%,5.0,Industrials,Farm & Heavy Construction Machinery,406.11,140.59,2278 days,6.236824093086927,188.8612276833345,30.281634508927976,2018,-16.0
8314,14683,UnitedHealth Group ,UNH,2017-08-29,Buy,-0.30%,1.30%,0.40%,39.0,0.50%,0.40%,3%,20.0,Healthcare,Healthcare Plans,610.2,196.73,2650 days,7.255304585900069,210.17130076754944,28.96795003975375,2017,19.0
8315,14684,Waters Corp ,WAT,2022-02-04,Buy,0.20%,-2.40%,-3.20%,,-0.50%,-1.80%,-6%,0.0,Healthcare,Diagnostics & Research,384.72,325.91,1030 days,2.8199863107460645,18.044859010156177,6.398917236368488,2022,
8316,14686,Xylem ,XYL,2016-07-01,Buy,0.10%,4.80%,6.60%,25.0,-0.30%,2.40%,4%,19.0,Industrials,Specialty Industrial Machinery,126.75,44.87,3074 days,8.41615331964408,182.4827278805438,21.682438633171312,2016,6.0
8317,14687,Take-Two Interactive ,TTWO,2017-07-19,Buy,-0.30%,2.20%,17.90%,62.0,-0.10%,0.00%,-2%,15.0,Communication Services,Electronic Gaming & Multimedia,188.38,78.43,2691 days,7.367556468172484,140.18870330230774,19.027842393596398,2017,47.0
8318,14688,Domino's Pizza ,DPZ,2020-04-23,Buy,-0.50%,-2.70%,-1.90%,10.0,0.80%,-0.10%,6%,50.0,Consumer Cyclical,Restaurants,476.19,369.64,1682 days,4.605065023956194,28.825343577534905,6.259486766762559,2020,-40.0
8319,14689,Apple ,AAPL,2020-05-20,Buy,-0.60%,0.40%,13.30%,59.0,-0.60%,2.70%,6%,43.0,Technology,Consumer Electronics,237.33,79.81,1655 days,4.531143052703627,197.3687507831099,43.55826962146882,2020,16.0
8320,14690,Eli Lilly ,LLY,2020-09-21,Buy,-0.70%,-2.40%,-5.50%,55.0,0.50%,0.60%,4%,34.0,Healthcare,Drug Manufacturers - General,795.35,151.18,1531 days,4.191649555099247,426.09472152401116,101.65323124535928,2020,21.0
8321,14691,Johnson & Johnson ,JNJ,2019-04-23,Buy,-0.30%,2.00%,0.40%,15.0,-0.20%,-0.10%,-3%,-3.0,Healthcare,Drug Manufacturers - General,155.01,139.9,2048 days,5.607118412046543,10.800571837026437,1.9262250309931184,2019,18.0
8322,14693,Paychex ,PAYX,2017-01-20,Buy,-0.40%,0.30%,-2.60%,18.0,-0.30%,0.60%,5%,27.0,Technology,Software - Application,146.27,61.47,2871 days,7.860369609856263,137.9534732389784,17.550507175387274,2017,-9.0
8323,14694,Sherwin-Williams ,SHW,2017-04-20,Buy,0.40%,3.10%,2.40%,21.0,-0.30%,1.50%,2%,16.0,Basic Materials,Specialty Chemicals,397.4,108.01,2781 days,7.613963039014374,267.9288954726414,35.18915105047906,2017,5.0
8324,14696,Goldman Sachs ,GS,2017-07-18,Buy,0.00%,-0.30%,-0.30%,4.0,0.40%,0.20%,-2%,15.0,Financial Services,Capital Markets,608.57,223.31,2692 days,7.370294318959616,172.5225023509919,23.40781723020052,2017,-11.0
8325,14697,American Water Works ,AWK,2018-04-18,Buy,0.20%,2.70%,-3.20%,28.0,-0.30%,-1.00%,2%,10.0,Utilities,Utilities - Regulated Water,136.94,83.68,2418 days,6.620123203285421,63.647227533460786,9.61420589602835,2018,18.0
8326,14699,TJX Companies ,TJX,2018-03-02,Buy,0.40%,-1.60%,-3.90%,25.0,1.70%,2.30%,-5%,5.0,Consumer Cyclical,Apparel Retail,125.69,41.83,2465 days,6.74880219028063,200.4781257470715,29.70573445400319,2018,20.0
8327,14702,Idexx Laboratories ,IDXX,2018-05-11,Buy,-0.10%,-4.60%,4.80%,15.0,-0.10%,0.10%,2%,5.0,Healthcare,Diagnostics & Research,421.75,211.38,2395 days,6.5571526351813825,99.5221875295676,15.17765302512508,2018,10.0
8328,14703,Stanley Black & Decker ,SWK,2021-04-07,Buy,-0.20%,1.60%,10.60%,-28.0,0.10%,1.80%,2%,11.0,Industrials,Tools & Accessories,89.45,200.24,1333 days,3.649555099247091,-55.328605673192165,-15.160370009102355,2021,-39.0
8329,14704,Palantir Technologies ,PLTR,2021-08-03,Negative Mention,0.50%,0.20%,19.50%,-49.0,-0.20%,1.10%,3%,-4.0,Technology,Software - Infrastructure,67.08,22.24,1215 days,3.326488706365503,201.61870503597123,60.61006750155432,2021,-45.0
8330,14705,Exxon Mobil ,XOM,2021-04-23,Sell,0.40%,5.60%,8.60%,56.0,0.00%,0.10%,0%,4.0,Energy,Oil & Gas Integrated,117.96,55.57,1317 days,3.6057494866529773,112.27280906964188,31.13716287979248,2021,52.0
8331,14706,UnitedHealth Group ,UNH,2017-11-02,Buy,1.00%,-0.80%,4.40%,24.0,0.30%,-0.10%,2%,8.0,Healthcare,Healthcare Plans,610.2,211.1,2585 days,7.077344284736482,189.05731880625297,26.713031216241355,2017,16.0
8332,14707,Oracle ,ORCL,2017-10-24,Buy,-0.40%,1.90%,-1.40%,-2.0,-0.30%,0.90%,2%,8.0,Technology,Software - Infrastructure,184.84,49.98,2594 days,7.101984941820671,269.82793117246905,37.9933122053756,2017,-10.0
8333,14709,Chipotle Mexican Grill ,CMG,2019-03-19,Buy,0.20%,4.80%,5.40%,-19.0,-0.20%,-0.70%,3%,-13.0,Consumer Cyclical,Restaurants,61.52,13.32,2083 days,5.702943189596167,361.8618618618619,63.4517739054465,2019,-6.0
8334,14710,Target ,TGT,2017-02-24,Positive Mention,0.80%,-16.20%,-20.30%,20.0,0.20%,0.30%,-1%,19.0,Consumer Defensive,Discount Stores,132.31,66.51,2836 days,7.7645448323066395,98.93249135468349,12.741569981416836,2017,1.0
8335,14711,Netflix ,NFLX,2019-01-15,Buy,-0.70%,-8.40%,1.60%,-4.0,0.10%,0.90%,6%,29.0,Communication Services,Entertainment,886.81,354.64,2146 days,5.87542778918549,150.0592149785698,25.54013432941408,2019,-33.0
8336,14712,Bristol-Myers Squibb ,BMY,2019-01-18,Buy,-0.10%,-2.80%,3.30%,40.0,-0.70%,0.30%,6%,28.0,Healthcare,Drug Manufacturers - General,59.22,50.12,2143 days,5.867214236824093,18.15642458100559,3.094556266081331,2019,12.0
8337,14713,Salesforce ,CRM,2020-06-25,Buy,-2.60%,7.90%,4.30%,34.0,-2.00%,5.70%,8%,45.0,Technology,Software - Application,329.99,188.34,1619 days,4.432580424366872,75.20972708930657,16.9674816673065,2020,-11.0
8338,14715,TJX Companies ,TJX,2018-09-06,Buy,-0.40%,-1.10%,0.80%,5.0,0.20%,1.10%,1%,6.0,Consumer Cyclical,Apparel Retail,125.69,55.3,2277 days,6.234086242299795,127.2875226039783,20.417991932851592,2018,-1.0
8339,14716,Parker Hannifin ,PH,2018-02-01,Buy,-1.30%,-6.90%,-6.70%,-12.0,-1.70%,-5.10%,-1%,1.0,Industrials,Specialty Industrial Machinery,702.9,193.47,2494 days,6.828199863107461,263.31214141727395,38.562453750063874,2018,-13.0
8340,14718,Dominion Energy ,D,2018-10-11,Buy,-0.40%,3.00%,2.90%,19.0,-0.30%,0.10%,-1%,9.0,Utilities,Utilities - Regulated Electric,58.75,71.78,2242 days,6.138261464750171,-18.152688771245472,-2.9573013263592367,2018,10.0
8341,14719,Costco ,COST,2019-11-15,Positive Mention,0.50%,-1.80%,-3.60%,26.0,0.20%,0.40%,2%,18.0,Consumer Defensive,Discount Stores,971.88,303.66,1842 days,5.04312114989733,220.05532503457812,43.634748897328805,2019,8.0
8342,14721,Johnson & Johnson ,JNJ,2016-06-07,Positive Mention,0.20%,0.50%,6.10%,16.0,0.30%,-2.20%,1%,17.0,Healthcare,Drug Manufacturers - General,155.01,115.73,3098 days,8.48186173853525,33.94106973127105,4.001606106955053,2016,-1.0
8343,14722,Intel ,INTC,2020-07-27,Negative Mention,-0.50%,-0.20%,1.00%,11.0,-0.40%,2.80%,8%,39.0,Technology,Semiconductors,24.05,49.57,1587 days,4.344969199178645,-51.48275166431309,-11.848818554121207,2020,-28.0
8344,14725,Comcast ,CMCSA,2017-09-29,Buy,-1.10%,0.00%,-3.50%,-5.0,0.30%,0.60%,2%,18.0,Communication Services,Telecom Services,43.19,38.48,2619 days,7.170431211498974,12.240124740124743,1.7070277057390464,2017,-23.0
8345,14727,General Mills ,GIS,2016-06-30,Buy,1.10%,1.40%,0.20%,-21.0,0.20%,1.30%,3%,18.0,Consumer Defensive,Packaged Foods,66.26,71.32,3075 days,8.41889117043121,-7.094784071789103,-0.8427219129173886,2016,-39.0
8346,14728,Procter & Gamble ,PG,2017-04-26,Buy,0.10%,-1.40%,-0.30%,-14.0,-0.10%,0.10%,1%,14.0,Consumer Defensive,Household & Personal Products,179.26,87.74,2775 days,7.597535934291581,104.30818326874858,13.729212230237989,2017,-28.0
8347,14730,Crown Castle ,CCI,2018-11-20,Negative Mention,0.00%,2.40%,-2.00%,28.0,-0.30%,3.60%,-9%,19.0,Real Estate,REIT - Specialty,106.25,109.63,2202 days,6.028747433264887,-3.0830976922375224,-0.5113993787873546,2018,9.0
8348,14731,Charles Schwab ,SCHW,2019-11-25,Buy,0.00%,-1.20%,-1.40%,3.0,0.20%,-1.40%,3%,18.0,Financial Services,Capital Markets,82.76,49.31,1832 days,5.01574264202601,67.83613871425675,13.524645013854954,2019,-15.0
8349,14732,Starbucks ,SBUX,2021-07-23,Buy,0.30%,-4.50%,-8.30%,-34.0,0.40%,-0.80%,1%,-9.0,Consumer Cyclical,Restaurants,102.46,125.97,1226 days,3.356605065023956,-18.663173771532907,-5.560133947840453,2021,-25.0
8350,14733,Union Pacific ,UNP,2016-10-05,Positive Mention,0.00%,-1.60%,-7.70%,19.0,0.20%,-1.30%,-1%,20.0,Industrials,Railroads,244.66,98.54,2978 days,8.153319644079398,148.28496042216358,18.187065746875504,2016,-1.0
8351,14734,Abbott Laboratories ,ABT,2017-06-22,Buy,-0.20%,-1.00%,4.10%,26.0,0.10%,-0.50%,2%,14.0,Healthcare,Medical Devices,118.77,49.27,2718 days,7.441478439425051,141.05946823624922,18.95583913660413,2017,12.0
8352,14736,Mastercard ,MA,2020-08-05,Buy,0.80%,-1.20%,-0.10%,14.0,0.90%,0.70%,0%,34.0,Financial Services,Credit Services,532.94,328.0,1578 days,4.3203285420944555,62.481707317073194,14.46225830010202,2020,-20.0
8353,14737,Lululemon Athletica ,LULU,2017-09-27,Buy,0.40%,2.50%,2.40%,170.0,0.20%,1.70%,3%,18.0,Consumer Cyclical,Apparel Retail,320.66,60.13,2621 days,7.175906913073238,433.27789788790955,60.37953155420029,2017,152.0
8354,14738,Capital One Financial ,COF,2020-04-09,Positive Mention,-5.80%,-3.30%,6.00%,141.0,-0.50%,4.00%,6%,52.0,Financial Services,Credit Services,192.01,60.11,1696 days,4.643394934976044,219.43104308767258,47.256596985714864,2020,89.0
8355,14740,Henry Schein ,HSIC,2018-08-22,Buy,-0.50%,-5.30%,2.90%,-7.0,-0.10%,1.60%,2%,2.0,Healthcare,Medical Distribution,77.05,64.23,2292 days,6.275154004106776,19.95952047329907,3.1807220125970703,2018,-9.0
8356,14743,Tesla ,TSLA,2018-01-05,Positive Mention,6.50%,1.10%,-1.00%,0.0,0.20%,1.10%,-4%,-5.0,Consumer Cyclical,Auto Manufacturers,345.16,21.11,2521 days,6.9021218343600275,1535.0544765513976,222.40327154319633,2018,5.0
8357,14745,Costco ,COST,2018-12-14,Buy,-2.20%,-6.10%,3.30%,47.0,-1.60%,-7.70%,1%,28.0,Consumer Defensive,Discount Stores,971.88,207.06,2178 days,5.963039014373717,369.37119675456387,61.94344794058974,2018,19.0
8358,14746,Coca-Cola ,KO,2017-05-10,Buy,0.40%,0.30%,3.80%,0.0,0.00%,-1.10%,2%,16.0,Consumer Defensive,Beverages - Non-Alcoholic,64.08,43.57,2761 days,7.559206023271732,47.07367454670645,6.227330542623879,2017,-16.0
